Player,Season,Age,Team,Tgt,Rec,RecYds,RecTD,Pos,ID
Jeremy Ruckert,2023,23,NYJ,22,16,151,0,TE,RuckJe00
Drew Sample,2024,28,CIN,22,20,109,1,TE,SampDr00
Sterling Shepard,2023,30,NYG,22,10,57,1,WR,ShepSt00
Trent Sherfield,2023,27,BUF,22,11,86,1,WR,SherTr00
Cade Stover,2024,24,HOU,22,15,133,1,TE,StovCa00
Pierre Strong,2024,26,CLE,22,14,104,0,RB,StroPi00
Michael Thomas,2022,29,NOR,22,16,171,3,WR,ThomMi05
Adam Trautman,2022,25,NOR,22,18,207,1,TE,TrauAd00
Adam Trautman,2024,27,DEN,22,13,188,2,TE,TrauAd00
Javonte Williams,2022,22,DEN,22,16,76,0,RB,WillJa10
Jamal Agnew,2023,28,JAX,21,14,225,1,WR,AgneJa00
Michael Bandy,2022,25,LAC,21,10,89,0,WR,BandMi00
Matt Breida,2023,28,NYG,21,17,88,0,RB,BreiMa00
Chase Claypool,2023,25,CHIMIA,21,8,77,1,WR,ClayCh01
Keelan Cole,2022,29,LVR,21,10,141,1,WR,ColeKe00
Jalen Guyton,2023,26,LAC,21,10,89,1,WR,GuytJa01
Deonte Harty,2023,26,BUF,21,15,150,1,WR,HarrDe07
Kareem Hunt,2023,28,CLE,21,15,84,0,RB,HuntKa00
Brevin Jordan,2023,23,HOU,21,17,219,2,TE,JordBr00
Johnny Mundt,2022,28,MIN,21,19,140,1,TE,MundJo00
Andrew Ogletree,2023,25,IND,21,9,147,2,TE,OgleAn00
MyCole Pruitt,2022,30,ATL,21,16,150,4,TE,PruiMy00
Stone Smartt,2023,25,LAC,21,11,155,1,TE,SmarSt00
Parker Washington,2023,21,JAX,21,16,132,2,WR,WashPa01
Quez Watkins,2023,25,PHI,21,15,142,1,WR,WatkQu00
Pharaoh Brown,2022,28,CLEHOU,20,12,117,0,TE,BrowPh01
Harrison Bryant,2023,25,CLE,20,13,81,3,TE,BryaHa00
Dalvin Cook,2023,28,NYJBAL,20,15,78,0,RB,CookDa01
Jamison Crowder,2023,30,WAS,20,16,159,1,WR,CrowJa00
Emari Demercado,2024,25,ARI,20,16,104,0,RB,DemeEm00
KhaDarel Hodge,2022,27,ATL,20,13,202,1,WR,HodgKh00
Roschon Johnson,2024,23,CHI,20,16,104,0,RB,JohnRo07
Ryan Miller,2024,24,TAM,20,12,128,2,WR,MillRy01
Khalil Shakir,2022,22,BUF,20,10,161,1,WR,ShakKh00
Durham Smythe,2022,27,MIA,20,15,129,1,TE,SmytDu00
Kadarius Toney,2022,23,KANNYG,20,16,171,2,WR,ToneKa00
Nick Vannett,2024,31,TEN,20,17,135,3,TE,VannNi00
Jamaal Williams,2023,28,NOR,20,18,62,0,RB,WillJa06
Olamide Zaccheaus,2023,26,PHI,20,10,164,2,WR,ZaccOl01
Lawrence Cager,2022,25,NYGNYJ,19,13,118,1,WR,CageLa01
DeeJay Dallas,2022,24,SEA,19,17,126,0,RB,DallDe00
Ray Davis,2024,25,BUF,19,17,189,3,RB,DaviRa04
Elijah Higgins,2023,23,ARI,19,14,163,1,TE,HiggEl00
Julian Hill,2024,24,MIA,19,12,100,0,TE,HillJu02
Lil'Jordan Humphrey,2023,25,DEN,19,13,162,3,WR,HumpLi01
Xavier Hutchinson,2023,23,HOU,19,8,90,0,WR,HutcXa00
Jalin Hyatt,2024,23,NYG,19,8,62,0,WR,HyatJa00
Justin Jackson,2022,26,DET,19,12,101,1,RB,JackJu01
D'Ernest Johnson,2024,28,JAX,19,12,96,0,RB,JohnDE04
Julio Jones,2023,34,PHI,19,11,74,3,WR,JoneJu02
Christian McCaffrey,2024,28,SFO,19,15,146,0,RB,McCaCh01
Zach Pascal,2022,28,PHI,19,15,150,1,WR,PascZa00
Breshad Perriman,2022,29,TAM,19,9,110,1,WR,PerrBr02
Trey Sermon,2024,25,IND,19,16,99,0,RB,SermTr00
Stone Smartt,2024,26,LAC,19,16,208,0,TE,SmarSt00
Zamir White,2023,24,LVR,19,15,98,0,RB,WhitZa01
Cam Akers,2022,23,LAR,18,13,117,0,RB,AkerCa00
Cam Akers,2024,25,HOUMIN,18,14,68,3,RB,AkerCa00
Odell Beckham Jr.,2024,32,MIA,18,9,55,0,WR,BeckOd00
Travis Homer,2022,24,SEA,18,16,157,1,RB,HomeTr00
Mark Ingram,2022,33,NOR,18,16,68,0,RB,IngrMa01
Tim Jones,2023,25,JAX,18,11,83,0,WR,JoneTi00
Alexander Mattison,2022,24,MIN,18,15,91,1,RB,MattAl01
Tre' McKitty,2022,23,LAC,18,10,72,0,TE,McKiTr00
Jordan Mims,2024,25,NOR,18,12,71,0,RB,MimsJo00
Albert Okwuegbunam,2022,24,DEN,18,10,95,1,TE,OkwuAl00
K.J. Osborn,2024,27,NWEWAS,18,7,57,1,WR,OsboKJ00
A.T. Perry,2023,24,NOR,18,12,246,4,WR,PerrAT00
Cam Sims,2022,26,WAS,18,8,89,0,WR,SimsCa00
Samori Toure,2023,25,GNB,18,8,78,0,WR,TourSa00
KaVontae Turpin,2023,27,DAL,18,12,127,3,WR,TurpKa00
Mitchell Wilcox,2022,26,CIN,18,17,139,1,TE,WilcMi01
Cedrick Wilson Jr.,2022,27,MIA,18,12,136,0,WR,WilsCe01
Tyler Allgeier,2022,22,ATL,17,16,139,1,RB,AllgTy00
Daniel Bellinger,2024,24,NYG,17,14,125,0,TE,BellDa00
Jake Bobo,2024,26,SEA,17,13,107,1,WR,BoboJa00
Randall Cobb,2023,33,NYJ,17,5,39,1,WR,CobbRa00
Derius Davis,2023,23,LAC,17,15,66,0,WR,DaviDe02
Derius Davis,2024,24,LAC,17,13,112,2,WR,DaviDe02
Chase Edmonds,2023,27,TAM,17,14,81,0,RB,EdmoCh00
Luke Farrell,2024,27,JAX,17,12,67,0,TE,FarrLu00
Kenny Golladay,2022,29,NYG,17,6,81,1,WR,GollKe00
Connor Heyward,2022,23,PIT,17,12,151,1,TE,HeywCo00
Chuba Hubbard,2022,23,CAR,17,14,171,0,RB,HubbCh01
DeSean Jackson,2022,36,BAL,17,9,153,0,WR,JackDe00
Kyle Juszczyk,2023,32,SFO,17,14,119,2,FB,JuszKy00
Bo Melton,2024,25,GNB,17,8,91,0,WR,MeltBo00
Dameon Pierce,2023,23,HOU,17,13,101,0,RB,PierDa01
James Proche,2022,26,BAL,17,8,62,0,WR,ProcJa00
David Sills,2022,26,NYG,17,11,106,0,WR,SillDa01
Durham Smythe,2024,29,MIA,17,9,53,0,TE,SmytDu00
Patrick Taylor,2023,25,GNB,17,11,49,0,RB,TaylPa01
Robert Tonyan,2023,29,CHI,17,11,112,0,TE,TonyRo00
Jeff Wilson,2023,28,MIA,17,14,85,0,RB,WilsJe01
Michael Woods II,2024,24,CLE,17,7,65,0,WR,WoodMi00
Lynn Bowden Jr.,2023,26,NOR,16,11,83,0,WR,BowdLy00
Devin Duvernay,2024,27,JAX,16,11,79,0,WR,DuveDe00
Simi Fehoko,2024,27,LAC,16,6,106,0,WR,FehoSi00
D'Onta Foreman,2023,27,CHI,16,11,77,1,RB,ForeDO00
Isaac Guerendo,2024,24,SFO,16,15,152,0,RB,GuerIs00
Peyton Hendershot,2022,23,DAL,16,11,103,2,TE,HendPe01
Alec Ingold,2023,27,MIA,16,13,119,0,FB,IngoAl01
Hunter Luepke,2024,24,DAL,16,12,111,0,RB,LuepHu00
Scott Miller,2023,26,ATL,16,11,161,2,WR,MillSc01
Isiah Pacheco,2024,25,KAN,16,12,79,0,RB,PachIs00
Byron Pringle,2022,29,CHI,16,10,135,2,WR,PrinBy00
Geoff Swaim,2022,29,TEN,16,12,58,1,TE,SwaiGe00
Jamaal Williams,2022,27,DET,16,12,73,0,RB,WillJa06
Brock Wright,2024,26,DET,16,13,100,2,TE,WrigBr01
Nate Adkins,2024,25,DEN,15,14,115,3,TE,AdkiNa00
Mike Boone,2022,27,DEN,15,9,96,0,RB,BoonMi00
Chase Brown,2023,23,CIN,15,14,156,1,RB,BrowCh10
Marquise Brown,2024,27,KAN,15,9,91,0,WR,BrowMa04
Pharaoh Brown,2023,29,NWE,15,13,208,1,TE,BrowPh01
Josiah Deguara,2022,25,GNB,15,13,114,0,TE,DeguJo00
Ezekiel Elliott,2024,29,DAL,15,12,69,0,RB,ElliEz00
Luke Farrell,2023,26,JAX,15,13,155,0,TE,FarrLu00
Tyler Goodson,2024,24,IND,15,11,61,1,RB,GoodTy00
Tanner Hudson,2022,28,NYG,15,10,132,0,TE,HudsTa00
Tom Kennedy,2022,26,DET,15,8,141,0,WR,KennTo01
Ray-Ray McCloud,2023,27,SFO,15,12,135,0,WR,McClRa00
Bub Means,2024,23,NOR,15,9,118,1,WR,MeanBu00
Zach Pascal,2023,29,ARI,15,4,19,0,WR,PascZa00
Luke Schoonmaker,2023,25,DAL,15,8,65,2,TE,SchoLu00
Cole Turner,2023,23,WAS,15,11,120,0,TE,TurnCo00
Josh Whyle,2023,24,TEN,15,9,94,1,TE,WhylJo01
Johnny Wilson,2024,23,PHI,15,5,38,1,WR,WilsJo03
Shane Zylstra,2022,26,DET,15,11,60,4,TE,ZylsSh00
Dyami Brown,2022,23,WAS,14,5,143,2,WR,BrowDy00
Jermaine Burton,2024,23,CIN,14,4,107,0,WR,BurtJe01
DeAndre Carter,2024,31,CHI,14,9,72,0,WR,CartDe02
River Cracraft,2022,28,MIA,14,9,102,2,WR,CracRi00
Payne Durham,2024,24,TAM,14,11,115,2,TE,DurhPa00
Ryan Flournoy,2024,25,DAL,14,10,102,0,WR,FlouRy00
KJ Hamler,2022,23,DEN,14,7,165,0,WR,HamlKJ00
Mecole Hardman,2024,26,KAN,14,12,90,0,WR,HardMe00
Darrell Henderson,2023,26,LAR,14,10,103,0,RB,HendDa00
Richie James,2023,28,KAN,14,10,114,0,WR,JameRi00
Brandon Johnson,2022,24,DEN,14,6,42,1,WR,JohnBr23
Velus Jones Jr.,2022,25,CHI,14,7,107,1,WR,JoneVe00
Zonovan Knight,2022,21,NYJ,14,13,100,0,RB,KnigZo00
Lucas Krull,2023,25,DEN,14,8,95,1,TE,KrulLu00
Jordan Mason,2024,25,SFO,14,11,91,0,RB,MasoJo00
Isaiah McKenzie,2023,28,IND,14,11,82,0,WR,McKeIs00
Andrew Ogletree,2024,26,IND,14,9,109,1,TE,OgleAn00
Isiah Pacheco,2022,23,KAN,14,13,130,0,RB,PachIs00
Cordarrelle Patterson,2024,33,PIT,14,12,80,1,RB,PattCo00
Teagan Quitoriano,2022,22,HOU,14,7,113,2,TE,QuitTe00
James Robinson,2022,24,JAXNYJ,14,11,51,2,RB,RobiJa00
Eric Saubert,2024,30,SFO,14,11,97,1,TE,SaubEr00
Brevyn Spann-Ford,2024,25,DAL,14,9,88,0,TE,SpanBr00
Jack Stoll,2022,24,PHI,14,11,123,0,TE,StolJa00
Avery Williams,2022,24,ATL,14,13,61,0,RB,WillAv02
Emanuel Wilson,2024,25,GNB,14,11,48,1,RB,WilsEm00
Brock Wright,2023,25,DET,14,13,91,1,TE,WrigBr01
Davis Allen,2024,23,LAR,13,6,39,0,TE,AlleDa02
Tyler Allgeier,2024,24,ATL,13,13,88,0,RB,AllgTy00
Dan Arnold,2022,27,JAX,13,9,135,0,TE,ArnoDa00
John Bates,2024,27,WAS,13,8,84,0,TE,BateJo00
Andrew Beck,2023,27,HOU,13,11,55,2,FB,BeckAn01
Ronnie Bell,2023,23,SFO,13,6,68,3,WR,BellRo01
Chris Brooks,2024,24,GNB,13,11,69,0,RB,BrooCh00
Jamison Crowder,2022,29,BUF,13,6,60,0,WR,CrowJa00
Jamison Crowder,2024,31,WAS,13,9,72,2,WR,CrowJa00
Keelan Doss,2023,27,LAC,13,6,33,0,WR,DossKe00
Gus Edwards,2023,28,BAL,13,12,180,0,RB,EdwaGu00
D'Wayne Eskridge,2022,25,SEA,13,7,58,0,WR,EskrDW00
Gerald Everett,2024,30,CHI,13,8,36,0,TE,EverGe00
Anthony Firkser,2022,27,ATL,13,9,100,0,FB,FirkAn00
Jody Fortson,2022,27,KAN,13,9,108,2,TE,FortJo01
Marquise Goodwin,2023,33,CLE,13,4,67,0,WR,GoodMa00
Malik Heath,2024,24,GNB,13,10,97,2,WR,HeatMa00
Taysom Hill,2022,32,NOR,13,9,77,2,TE/QB,HillTa00
Hayden Hurst,2024,31,LAC,13,8,73,0,TE,HursHa00
Sony Michel,2022,27,LAC,13,9,53,0,RB,MichSo00
Zack Moss,2022,25,BUFIND,13,11,39,0,RB,MossZa00
Jalen Nailor,2022,23,MIN,13,9,179,1,WR,NailJa00
Kyle Philips,2022,23,TEN,13,8,78,0,WR,PhilKy01
Jalen Reagor,2022,23,MIN,13,8,104,1,WR,ReagJa00
Patrick Ricard,2022,28,BAL,13,11,74,0,FB,RicaPa00
Eric Tomlinson,2022,30,DEN,13,9,79,2,TE,TomlEr01
Cam Akers,2023,24,MINLAR,12,11,70,0,RB,AkerCa00
Tank Bigsby,2024,23,JAX,12,7,54,0,RB,BigsTa00
Raheem Blackshear,2022,23,CAR,12,10,93,0,RB,BlacRa00
Pharaoh Brown,2024,30,SEA,12,8,65,0,TE,BrowPh01
Harrison Bryant,2024,26,LVR,12,9,86,0,TE,BryaHa00
Chris Conley,2024,32,SFO,12,6,76,0,WR,ConlCh00
River Cracraft,2023,29,MIA,12,9,121,1,WR,CracRi00
Isaiah Davis,2024,22,NYJ,12,9,75,1,RB,DaviIs00
Greg Dulcich,2024,24,DENNYG,12,5,28,0,TE,DulcGr00
Darrynton Evans,2023,25,CHIMIA,12,7,49,0,RB,EvanDa02
C.J. Ham,2022,29,MIN,12,10,86,0,FB,HamxC.00
Hassan Haskins,2022,23,TEN,12,11,57,0,RB,HaskHa00
Jamycal Hasty,2024,28,NWE,12,10,59,1,RB,HastJa02
Khalil Herbert,2022,24,CHI,12,9,57,1,RB,HerbKh00
Tyler Higbee,2024,31,LAR,12,8,66,2,TE,HigbTy00
Justice Hill,2022,25,BAL,12,12,58,0,RB,HillJu00
KhaDarel Hodge,2024,29,ATL,12,7,131,1,WR,HodgKh00
Alec Ingold,2024,28,MIA,12,11,96,0,FB,IngoAl01
D'Ernest Johnson,2023,27,JAX,12,10,140,0,RB,JohnDE04
Joshua Kelley,2023,26,LAC,12,8,32,0,RB,KellJo01
Jeremy McNichols,2024,29,WAS,12,9,27,0,RB,McNiJe00
Ty Montgomery,2023,30,NWE,12,5,40,0,RB,MontTy01
Donald Parham,2022,25,LAC,12,10,130,1,TE,ParhDo00
Cordarrelle Patterson,2023,32,ATL,12,9,38,1,RB,PattCo00
MyCole Pruitt,2023,31,ATL,12,9,110,1,TE,PruiMy00
Jalen Reagor,2024,25,LAC,12,7,100,0,WR,ReagJa00
Brian Robinson Jr.,2022,23,WAS,12,9,60,1,RB,RobiBr01
Ben Skowronek,2023,26,LAR,12,8,66,1,WR,SkowBe00
Sean Tucker,2024,23,TAM,12,9,109,1,RB,TuckSe00
C.J. Uzomah,2023,30,NYJ,12,8,58,1,TE,UzomC.00
Tylan Wallace,2024,25,BAL,12,11,193,1,WR,WallTy00
Mitchell Wilcox,2023,27,CIN,12,9,56,0,TE,WilcMi01
Kyren Williams,2022,22,LAR,12,9,76,0,RB,WillKy02
Charlie Woerner,2024,27,ATL,12,7,46,0,TE,WoerCh00
Israel Abanikanda,2023,21,NYJ,11,7,43,0,RB,AbanIs00
Davis Allen,2023,22,LAR,11,10,95,1,TE,AlleDa02
Andrew Beck,2022,26,DEN,11,5,69,0,TE,BeckAn01
Michael Carter,2024,25,ARI,11,11,57,0,RB,CartMi03
Nick Chubb,2024,29,CLE,11,5,31,1,RB,ChubNi00
Eric Gray,2024,25,NYG,11,10,82,0,RB,GrayEr01
Khalil Herbert,2024,26,CHICIN,11,10,25,0,RB,HerbKh00
Parker Hesse,2022,27,ATL,11,9,89,0,TE,HessPa00
Brycen Hopkins,2022,25,LAR,11,7,109,0,TE,HopkBr01
Rakim Jarrett,2024,23,TAM,11,9,124,0,WR,JarrRa00
Zay Jones,2024,29,ARI,11,8,84,0,WR,JoneZa00
Charlie Kolar,2024,25,BAL,11,9,131,1,TE,KolaCh00
Kendre Miller,2023,21,NOR,11,10,117,0,RB,MillKe01
James Mitchell,2022,23,DET,11,11,113,1,TE,MitcJa00
Keaton Mitchell,2023,21,BAL,11,9,93,0,RB,MitcKe01
Quintin Morris,2022,23,BUF,11,8,84,1,TE,MorrQu00
Justyn Ross,2023,24,KAN,11,6,53,0,WR,RossJu00
Jeff Smith,2022,25,NYJ,11,8,134,0,WR,SmitJe03
Carson Steele,2024,22,KAN,11,7,26,0,RB,SteeCa00
Geoff Swaim,2023,30,ARI,11,10,94,0,TE,SwaiGe00
Patrick Taylor,2024,26,SFO,11,3,25,0,RB,TaylPa01
Jamaal Williams,2024,29,NOR,11,9,57,0,RB,WillJa06
Andre Baccellia,2022,25,ARI,10,7,45,0,WR,BaccAn00
Michael Burton,2024,32,DEN,10,10,65,1,FB,BurtMi00
DJ Chark,2024,28,LAC,10,4,31,1,WR,CharDJ00
Reggie Gilliam,2022,25,BUF,10,8,69,1,FB,GillRe00
Xavier Gipson,2024,23,NYJ,10,6,39,1,WR,GipsXa00
T.Y. Hilton,2022,33,DAL,10,7,121,0,WR,HiltT.00
Trenton Irwin,2024,29,CIN,10,3,15,0,WR,IrwiTr00
Marvin Jones,2023,33,DET,10,5,35,0,WR,JoneMa02
Tony Jones,2023,26,ARINOR,10,7,37,0,RB,JoneTo04
Ko Kieft,2022,24,TAM,10,7,80,1,TE,KiefKo00
Marlon Mack,2022,26,DENSFO,10,8,99,1,RB,MackMa00
Luke Musgrave,2024,24,GNB,10,7,45,0,TE,MusgLu00
Brandon Powell,2024,29,MIN,10,7,71,0,WR,PoweBr00
MyCole Pruitt,2024,32,PIT,10,6,40,1,TE,PruiMy00
Craig Reynolds,2022,26,DET,10,9,116,0,RB,ReynCr00
Anthony Schwartz,2022,22,CLE,10,4,51,0,WR,SchwAn00
Laviska Shenault Jr.,2023,25,CAR,10,10,60,0,WR,ShenLa00
Ihmir Smith-Marsette,2023,24,CAR,10,8,51,0,WR,SmitIh00
Trent Taylor,2022,28,CIN,10,6,62,0,WR,TaylTr02
Deven Thompkins,2022,23,TAM,10,5,32,0,WR,ThomDe07
Mike Thomas,2022,28,CIN,10,2,38,0,WR,ThomMi04
Samori Toure,2022,24,GNB,10,5,82,1,WR,TourSa00
Laquon Treadwell,2022,27,SEA,10,6,42,0,WR,TreaLa00
Darnell Washington,2023,22,PIT,10,7,61,0,TE,WashDa03
Jonathan Williams,2022,28,WAS,10,7,40,0,RB,WillJo07
Michael Woods II,2022,22,CLE,10,5,45,0,WR,WoodMi00
Blake Bell,2023,32,KAN,9,5,26,1,TE,BellBl00
Brandon Bolden,2022,32,LVR,9,9,57,1,RB,BoldBr00
Mike Boone,2023,28,HOU,9,7,40,0,S,BoonMi00
Grant Calcaterra,2022,24,PHI,9,5,81,0,TE,CalcGr00
River Cracraft,2024,30,MIA,9,7,66,0,WR,CracRi00
DeeJay Dallas,2023,25,SEA,9,6,26,0,RB,DallDe00
Devin Duvernay,2023,26,BAL,9,4,18,0,WR,DuveDe00
D'Onta Foreman,2022,26,CAR,9,5,26,0,RB,ForeDO00
Tyler Goodson,2023,23,IND,9,6,34,0,RB,GoodTy00
C.J. Ham,2023,30,MIN,9,7,25,0,FB,HamxC.00
N'Keal Harry,2022,25,CHI,9,7,116,1,WR,HarrNK00
Julian Hill,2023,23,MIA,9,6,48,0,TE,HillJu02
Rakim Jarrett,2023,22,TAM,9,4,60,0,WR,JarrRa00
Charlie Jones,2023,25,CIN,9,7,64,0,WR,JoneCh11
Keith Kirkwood,2023,29,NOR,9,5,37,1,WR,KirkKe00
Charlie Kolar,2023,24,BAL,9,7,87,1,TE,KolaCh00
Hunter Long,2024,26,LAR,9,7,60,0,TE,LongHu00
Scott Miller,2024,27,PIT,9,5,69,0,WR,MillSc01
Bryce Oliver,2024,24,TEN,9,6,95,0,WR,OlivBr02
Giovanni Ricci,2022,26,CAR,9,8,100,0,TE,RiccGi00
Trent Sherfield,2024,28,MIN,9,8,83,1,WR,SherTr00
Ainias Smith,2024,23,PHI,9,7,41,1,WR,SmitAi00
Brenton Strange,2023,23,JAX,9,5,35,1,TE,StraBr00
Mike Strachan,2022,25,IND,9,3,59,0,WR,StraMi03
Ian Thomas,2023,27,CAR,9,5,56,0,TE,ThomIa00
Cole Turner,2022,22,WAS,9,2,23,0,TE,TurnCo00
Nick Vannett,2022,29,NORNYG,9,6,55,0,TE,VannNi00
Kimani Vidal,2024,23,LAC,9,5,62,1,RB,VidaKi00
Montrell Washington,2022,23,DEN,9,4,2,0,WR,WashMo00
Blake Whiteheart,2024,24,CLE,9,6,51,1,TE,WhitBl01
Jameson Williams,2022,21,DET,9,1,41,1,WR,WillJa11
Trayveon Williams,2023,26,CIN,9,7,10,0,RB,WillTr06
Gary Brightwell,2022,23,NYG,8,5,39,0,RB,BrigGa00
Jason Brownlee,2023,24,NYJ,8,5,56,1,WR,BrowJa07
Treylon Burks,2024,24,TEN,8,4,34,0,WR,BurkTr00
Parris Campbell,2024,27,PHI,8,6,30,1,WR,CampPa00
Blake Corum,2024,24,LAR,8,7,58,0,RB,CoruBl00
Britain Covey,2024,27,PHI,8,7,34,0,WR,CoveBr00
Josiah Deguara,2023,26,GNB,8,8,65,0,TE,DeguJo00
J.K. Dobbins,2022,24,BAL,8,7,42,1,RB,DobbJK00
Ashton Dulin,2024,27,IND,8,2,67,1,WR,DuliAs00
Trestan Ebner,2022,23,CHI,8,2,8,0,RB,EbneTr00
Tucker Fisk,2024,25,LAC,8,7,39,0,TE,FiskTu00
D'Onta Foreman,2024,28,CLE,8,6,54,0,RB,ForeDO00
Royce Freeman,2022,26,HOU,8,6,33,0,RB,FreeRo00
Ryan Griffin,2022,32,CHI,8,4,26,0,TE,GrifRy00
Troy Hairston,2022,24,HOU,8,5,19,0,TE,HairTr00
Connor Heyward,2024,25,PIT,8,6,40,1,TE,HeywCo00
Zander Horvath,2022,24,LAC,8,5,8,2,FB,HorvZa00
Tony Jones,2022,25,NORSEA,8,5,30,0,RB,JoneTo04
Phillip Lindsay,2022,28,IND,8,6,19,0,RB,LindPh00
Will Mallory,2024,25,IND,8,4,29,0,TE,MallWi00
Chris Manhertz,2022,30,JAX,8,6,42,0,TE,ManhCh00
Racey McMath,2022,23,TEN,8,2,40,0,WR,McMaRa00
Kendre Miller,2024,22,NOR,8,5,33,0,RB,MillKe01
Elijah Mitchell,2023,25,SFO,8,6,14,0,RB,MitcEl00
D.J. Montgomery,2023,27,IND,8,3,56,1,WR,MontDJ01
Quintin Morris,2024,25,BUF,8,5,36,1,TE,MorrQu00
Chris Myarick,2022,27,NYG,8,7,65,1,FB,MyarCh00
Jack Stoll,2023,25,PHI,8,5,38,0,TE,StolJa00
Pierre Strong,2023,25,CLE,8,5,47,0,RB,StroPi00
Tyquan Thornton,2024,24,NWE,8,4,47,0,WR,ThorTy00
Zamir White,2024,25,LVR,8,6,30,0,RB,WhitZa01
Jordan Wilkins,2022,28,IND,8,6,29,0,RB,WilkJo01
Darrel Williams,2022,27,ARI,8,4,9,0,RB,WillDa10
Kenny Yeboah,2024,26,NYJ,8,5,47,1,TE,YeboKe00
Stephen Anderson,2022,29,ARI,7,3,9,0,TE,AndeSt01
Cole Beasley,2022,33,BUFTAM,7,6,35,0,WR,BeasCo00
Raheem Blackshear,2023,24,CAR,7,6,45,0,RB,BlacRa00
Kayshon Boutte,2023,21,NWE,7,2,19,0,WR,BoutKa00
Gary Brightwell,2023,24,NYG,7,5,47,0,RB,BrigGa00
DeAndre Carter,2023,30,LVR,7,4,39,0,WR,CartDe02
Corey Clement,2022,28,ARI,7,5,54,0,RB,ClemCo00
Tyrie Cleveland,2022,25,DEN,7,2,28,0,WR,ClevTy00
Chris Conley,2022,30,HOUTEN,7,4,46,0,WR,ConlCh00
Malik Davis,2022,24,DAL,7,6,63,0,RB,DaviMa02
Tyler Davis,2022,25,GNB,7,4,26,0,TE,DaviTy02
Payne Durham,2023,23,TAM,7,5,58,0,TE,DurhPa00
Jimmy Graham,2023,37,NOR,7,6,39,4,TE,GrahJi00
Danny Gray,2022,23,SFO,7,1,10,0,WR,GrayDa02
Eric Gray,2023,24,NYG,7,6,22,0,RB,GrayEr01
Peyton Hendershot,2023,24,DAL,7,4,38,0,TE,HendPe01
Brycen Hopkins,2023,26,LAR,7,5,78,0,TE,HopkBr01
Ty Johnson,2023,26,BUF,7,7,62,1,RB,JohnTy02
Velus Jones Jr.,2023,26,CHI,7,4,20,0,WR,JoneVe00
Jake Kumerow,2022,30,BUF,7,4,64,0,WR,KumeJa00
Marcedes Lewis,2022,38,GNB,7,6,66,2,TE,LewiMa00
Sincere McCormick,2024,24,LVR,7,6,29,0,RB,McCoSi00
Dax Milne,2022,23,WAS,7,6,37,1,WR,MilnDa00
David Moore,2023,28,TAM,7,5,94,1,WR,MoorDa03
Dare Ogunbowale,2023,29,HOU,7,2,18,0,RB,OgunDa00
Gunner Olszewski,2022,26,PIT,7,5,53,0,WR,OlszGu00
Tip Reiman,2024,23,ARI,7,6,37,0,TE,ReimTi00
Patrick Ricard,2023,29,BAL,7,5,52,1,FB,RicaPa00
Allen Robinson,2024,31,DET,7,3,30,0,WR,RobiAl02
Pierre Strong,2022,24,NWE,7,7,42,0,RB,StroPi00
Jamari Thrash,2024,24,CLE,7,3,22,0,WR,ThraJa01
Austin Trammell,2023,25,LAR,7,4,29,0,WR,TramAu00
Deuce Vaughn,2023,22,DAL,7,7,40,0,RB,VaugDe00
Tylan Wallace,2022,23,BAL,7,4,33,0,WR,WallTy00
Robbie Chosen,2023,30,MIA,6,4,126,1,WR,AndeRo04
Ronnie Bell,2024,24,SFO,6,2,22,0,WR,BellRo01
Trey Benson,2024,21,ARI,6,6,59,0,RB,BensTr01
Khari Blasingame,2023,27,CHI,6,3,2,0,FB,BlasKh00
Jalen Brooks,2023,23,DAL,6,6,64,0,WR,BrooJa03
Malcolm Brown,2022,29,LAR,6,5,37,0,RB,BrowMa03
Ty Chandler,2024,26,MIN,6,6,42,0,RB,ChanTy01
Chris Conley,2023,31,SFO,6,3,69,0,WR,ConlCh00
Malachi Corley,2024,22,NYJ,6,3,16,0,WR,CorlMa00
Britain Covey,2023,26,PHI,6,4,42,0,WR,CoveBr00
Jacob Cowing,2024,23,SFO,6,4,80,0,WR,CowiJa00
Devin Culp,2024,24,TAM,6,5,88,0,TE,CulpDe00
