Player,Season,Age,Team,Tgt,Rec,RecYds,RecTD,Pos,ID
Myles Gaskin,2022,25,MIA,6,4,28,0,RB,GaskMy00
C.J. Ham,2024,31,MIN,6,5,35,0,FB,HamxC.00
Dennis Houston,2022,23,DAL,6,2,16,0,WR,HousDe01
Deon Jackson,2023,24,CLEINDNYG,6,5,14,0,RB,JackDe02
Jakob Johnson,2022,28,LVR,6,5,10,0,FB,JohnJa12
Charlie Kolar,2022,23,BAL,6,4,49,0,TE,KolaCh00
Terrace Marshall Jr.,2024,24,LVR,6,3,41,0,WR,MarsTe00
Jalen Nailor,2023,24,MIN,6,3,29,0,WR,NailJa00
Dezmon Patmon,2022,24,IND,6,2,24,0,WR,PatmDe00
Nikko Remigio,2024,25,KAN,6,2,48,0,WR,RemiNi00
Ronnie Rivers,2024,25,LAR,6,5,34,0,RB,RiveRo01
Armani Rogers,2022,25,WAS,6,5,64,0,TE,RogeAr00
Boston Scott,2022,27,PHI,6,5,15,0,RB,ScotBo02
Boston Scott,2023,28,PHI,6,4,52,0,RB,ScotBo02
Trey Sermon,2023,24,IND,6,3,13,0,RB,SermTr00
Ben Sims,2023,23,GNB,6,4,21,1,TE,SimsBe00
Isaiah Spiller,2023,22,LAC,6,6,34,0,RB,SpilIs00
Equanimeous St. Brown,2023,27,CHI,6,5,62,0,WR,St.BEq00
Stephen Sullivan,2022,26,CAR,6,2,46,0,TE,SullSt00
Freddie Swain,2022,24,DENMIA,6,4,74,0,WR,SwaiFr00
Ian Thomas,2024,28,CAR,6,3,7,0,TE,ThomIa00
Jaylen Wright,2024,21,MIA,6,3,8,0,RB,WrigJa04
Nate Adkins,2023,24,DEN,5,4,22,0,TE,AdkiNa00
Lawrence Cager,2023,26,NYG,5,4,36,1,TE,CageLa01
Ross Dwelley,2022,27,SFO,5,3,105,1,TE,DwelRo00
Bryan Edwards,2022,24,ATL,5,3,15,0,WR,EdwaBr01
Clyde Edwards-Helaire,2024,25,NOR,5,3,24,0,RB,EdwaCl00
Gus Edwards,2024,29,LAC,5,3,6,0,RB,EdwaGu00
Audric Estime,2024,21,DEN,5,5,27,0,RB,EstiAu00
Cam Grandy,2024,24,CIN,5,5,28,0,TE,GranCa00
Peyton Hendershot,2024,25,KAN,5,5,51,0,TE,HendPe01
Cody Hollister,2022,29,TEN,5,3,54,0,WR,HollCo00
Keaontay Ingram,2022,23,ARI,5,4,21,0,RB,IngrKe01
Andy Isabella,2022,26,ARIBAL,5,2,21,0,WR,IsabAn00
Tim Jones,2024,26,JAX,5,3,41,0,WR,JoneTi00
Ko Kieft,2023,25,TAM,5,1,2,1,TE,KiefKo00
Tyler Kroft,2022,30,SFO,5,4,57,0,TE,KrofTy00
Marcedes Lewis,2023,39,CHI,5,4,29,1,TE,LewiMa00
Scott Matlock,2024,24,LAC,5,4,28,0,FB/DL,MatlSc00
Lance McCutcheon,2022,23,LAR,5,0,0,0,WR,McCuLa01
Rashaad Penny,2022,26,SEA,5,4,16,0,RB,PennRa00
La'Mical Perine,2023,25,KAN,5,3,33,0,RB,PeriLa00
James Proche,2023,27,CLE,5,0,0,0,WR,ProcJa00
Craig Reynolds,2023,27,DET,5,5,47,0,RB,ReynCr00
Craig Reynolds,2024,28,DET,5,3,40,0,RB,ReynCr00
Patrick Ricard,2024,30,BAL,5,3,22,1,FB,RicaPa00
Ronnie Rivers,2022,23,LAR,5,5,29,0,RB,RiveRo01
Ronnie Rivers,2023,24,LAR,5,5,22,0,RB,RiveRo01
Kyle Rudolph,2022,33,TAM,5,3,28,1,TE,RudoKy00
Laviska Shenault Jr.,2024,26,LACSEA,5,5,36,0,WR,ShenLa00
Ben Sims,2024,24,GNB,5,4,42,0,TE,SimsBe00
Ben Sinnott,2024,22,WAS,5,5,28,1,TE,SinnBe00
Ben Skowronek,2024,27,PIT,5,5,69,0,WR,SkowBe00
Stone Smartt,2022,24,LAC,5,4,17,0,TE,SmarSt00
Deuce Vaughn,2024,23,DAL,5,3,18,0,RB,VaugDe00
Ke'Shawn Vaughn,2023,26,TAM,5,2,2,0,RB,VaugKe00
Jalen Virgil,2022,24,DEN,5,2,75,1,WR,VirgJa00
Derek Watt,2022,30,PIT,5,5,11,1,FB,WattDe00
Kevin White,2022,30,NOR,5,2,74,0,WR,WhitKe00
Emanuel Wilson,2023,24,GNB,5,4,23,0,RB,WilsEm00
Robbie Chosen,2024,31,MIA,4,1,5,0,WR,AndeRo04
Devin Asiasi,2022,25,CIN,4,2,5,0,TE,AsiaDe00
Javon Baker,2024,22,NWE,4,1,12,0,WR,BakeJa00
Braxton Berrios,2024,29,MIA,4,0,0,0,WR,BerrBr00
Tank Bigsby,2023,22,JAX,4,1,6,0,RB,BigsTa00
Miles Boykin,2023,27,PIT,4,3,17,0,WR,BoykMi00
Spencer Brown,2022,24,CAR,4,2,10,0,RB,BrowSp01
Jason Cabinda,2022,26,DET,4,1,5,0,LB,CabiJa00
Grant Calcaterra,2023,25,PHI,4,4,39,0,TE,CalcGr00
Dan Chisena,2024,27,CAR,4,3,37,0,WR,ChisDa00
Nick Chubb,2023,28,CLE,4,4,21,0,RB,ChubNi00
Tanner Conner,2024,26,MIA,4,3,16,0,TE,ConnTa00
Elijah Cooks,2023,25,JAX,4,3,38,0,WR,CookEl00
Grant Dubose,2024,23,MIA,4,2,11,0,WR,DuboGr00
Greg Dulcich,2023,23,DEN,4,3,25,0,TE,DulcGr00
Chris Evans,2022,25,CIN,4,3,38,1,RB,EvanCh02
Luke Farrell,2022,25,JAX,4,4,40,0,TE,FarrLu00
Simi Fehoko,2022,25,DAL,4,3,24,0,WR,FehoSi00
Demetric Felton,2022,24,CLE,4,2,8,0,WR,FeltDe00
Jalen Guyton,2022,25,LAC,4,2,64,0,WR,GuytJa01
Penny Hart,2022,26,SEA,4,3,20,0,WR,HartPe01
Dallin Holker,2024,24,NOR,4,3,21,0,TE,HolkDa00
Jesper Horsted,2022,25,LVR,4,3,19,0,WR,HorsJe00
Lil'Jordan Humphrey,2022,24,NWE,4,2,20,0,WR,HumpLi01
Keaontay Ingram,2023,24,ARI,4,4,26,0,RB,IngrKe01
Trishton Jackson,2023,25,MIN,4,2,9,0,WR,JackTr02
Cade Johnson,2022,24,SEA,4,2,21,0,WR,JohnCa03
David Johnson,2022,31,NOR,4,4,47,0,RB,JohnDa08
Marcus Jones,2022,24,NWE,4,4,78,1,DB,JoneMa06
Tim Jones,2022,24,JAX,4,3,30,0,WR,JoneTi00
Keith Kirkwood,2022,28,NOR,4,2,18,0,WR,KirkKe00
Hunter Luepke,2023,23,DAL,4,3,18,0,RB,LuepHu00
Chris Manhertz,2023,31,DEN,4,2,16,0,TE,ManhCh00
Chris Manhertz,2024,32,NYG,4,3,30,1,TE,ManhCh00
Jordan Mason,2023,24,SFO,4,3,31,0,RB,MasoJo00
Kenny McIntosh,2024,24,SEA,4,3,22,0,RB,McInKe00
Elijah Mitchell,2022,24,SFO,4,3,7,0,RB,MitcEl00
Ty Montgomery,2022,29,NWE,4,3,15,1,WR,MontTy01
Dameon Pierce,2024,24,HOU,4,2,2,0,RB,PierDa01
Adam Prentice,2024,27,NOR,4,0,0,0,FB,PrenAd00
Richard Rodgers,2022,30,LAC,4,1,4,0,TE,RodgRi00
Will Shipley,2024,22,PHI,4,4,35,0,RB,ShipWi00
Ihmir Smith-Marsette,2022,23,CHIKAN,4,1,15,0,WR,SmitIh00
Malik Taylor,2023,28,NYJ,4,2,13,0,WR,TaylMa01
Deven Thompkins,2024,25,CAR,4,4,20,0,WR,ThomDe07
Eric Tomlinson,2024,32,LAC,4,2,9,0,TE,TomlEr01
Austin Trammell,2022,24,LAR,4,2,13,0,WR,TramAu00
Ke'Shawn Vaughn,2022,25,TAM,4,3,19,0,RB,VaugKe00
Trevon Wesco,2022,27,CHI,4,2,26,0,TE,WescTr00
Juwann Winfree,2022,26,GNB,4,1,17,0,WR,WinfJu00
Kenny Yeboah,2023,25,NYJ,4,2,28,0,TE,YeboKe00
Alex Armah,2023,29,WAS,3,3,13,0,RB,ArmaAl00
Alex Bachman,2024,28,LVR,3,3,31,0,WR,BachAl00
Tyler Badie,2024,24,DEN,3,3,-2,0,RB,BadiTy00
Nick Bawden,2023,27,NYJ,3,3,21,0,FB,BawdNi00
David Bell,2024,24,CLE,3,3,27,0,WR,BellDa02
Jaheim Bell,2024,23,NWE,3,2,20,0,TE,BellJa00
Mike Boone,2024,29,CAR,3,1,-2,0,RB,BoonMi00
Miles Boykin,2022,26,PIT,3,2,11,0,WR,BoykMi00
Jonathon Brooks,2024,21,CAR,3,3,23,0,RB,BrooJo02
Michael Burton,2022,30,KAN,3,2,11,0,RB,BurtMi00
Michael Burton,2023,31,DEN,3,3,8,0,FB,BurtMi00
Quintez Cephus,2022,24,DET,3,2,15,0,WR,CephQu00
Julius Chestnut,2022,22,TEN,3,3,41,0,RB,ChesJu00
Julius Chestnut,2024,24,TEN,3,2,11,0,RB,ChesJu00
Tevin Coleman,2022,29,SFO,3,3,44,1,RB,ColeTe01
Tanner Conner,2022,24,MIA,3,0,0,0,TE,ConnTa00
Jashaun Corbin,2023,23,NYG,3,3,12,0,RB,CorbJa01
DeeJay Dallas,2024,26,ARI,3,3,11,1,RB,DallDe00
Josiah Deguara,2024,27,JAX,3,3,14,0,TE,DeguJo00
J.K. Dobbins,2023,25,BAL,3,2,15,0,RB,DobbJK00
Phillip Dorsett,2023,30,DEN,3,0,0,0,WR,DorsPh00
Kenyan Drake,2023,29,GNBBAL,3,2,31,0,RB,DrakKe00
Ben Ellefson,2022,26,MIN,3,3,26,0,TE,ElleBe00
D'Wayne Eskridge,2024,27,MIA,3,3,44,0,WR,EskrDW00
Jody Fortson,2024,29,KAN,3,1,5,0,TE,FortJo01
Feleipe Franks,2024,27,CAR,3,1,12,0,TE,FranFe00
Melvin Gordon,2023,30,BAL,3,3,46,0,RB,GordMe00
Kevin Harris,2023,23,NWE,3,3,58,0,RB,HarrKe01
Hassan Haskins,2024,25,LAC,3,3,49,1,RB,HaskHa00
Travis Homer,2024,26,CHI,3,3,11,0,RB,HomeTr00
Jha'Quan Jackson,2024,24,TEN,3,1,8,0,WR,JackJh00
D'Ernest Johnson,2022,26,CLE,3,3,7,0,RB,JohnDE04
Tyler Johnson,2023,25,LAR,3,2,8,1,WR,JohnTy00
Brevin Jordan,2024,24,HOU,3,2,7,0,TE,JordBr00
Ramel Keyton,2024,24,LVR,3,1,7,0,WR,KeytRa00
Jacob Kibodi,2024,26,CLE,3,1,15,0,RB,KiboJa00
Sean McKeon,2022,25,DAL,3,2,11,0,TE,McKeSe01
Skyy Moore,2024,24,KAN,3,0,0,0,WR,MoorSk01
Quintin Morris,2023,24,BUF,3,2,26,1,TE,MorrQu00
Adam Prentice,2022,25,NOR,3,3,9,0,FB,PrenAd00
Adam Prentice,2023,26,NOR,3,2,12,0,FB,PrenAd00
James Proche,2024,28,CLE,3,3,21,0,WR,ProcJa00
Teagan Quitoriano,2023,23,HOU,3,2,33,0,TE,QuitTe00
Kevin Rader,2023,28,TEN,3,1,6,0,TE,RadeKe00
Braylon Sanders,2022,23,MIA,3,2,17,0,WR,SandBr00
Eric Saubert,2023,29,DALHOU,3,3,12,0,TE,SaubEr00
Steven Sims,2023,26,HOU,3,3,25,0,WR,SimsSt00
Keith Smith,2023,31,ATL,3,3,33,0,FB,SmitKe03
Willie Snead,2023,31,SFO,3,2,14,0,WR,SneaWi00
Isaiah Spiller,2022,21,LAC,3,3,13,0,RB,SpilIs00
Jack Stoll,2024,26,MIAPHI,3,2,10,0,TE,StolJa00
Mike Strachan,2023,26,CAR,3,1,45,0,WR,StraMi03
J.J. Taylor,2024,26,HOU,3,2,0,0,RB,TaylJJ01
Jalen Tolbert,2022,23,DAL,3,2,12,0,WR,TolbJa00
Austin Trammell,2024,26,JAX,3,2,40,0,WR,TramAu00
Laquon Treadwell,2023,28,BAL,3,1,16,0,WR,TreaLa00
Sione Vaki,2024,23,DET,3,3,37,0,RB,VakiSi00
Devontez Walker,2024,23,BAL,3,1,21,1,WR,WalkDe01
Jonathan Ward,2022,25,ARITEN,3,2,7,0,RB,WardJo00
Nsimba Webster,2022,26,CHI,3,2,14,0,WR,WebsNs00
Trevon Wesco,2023,28,TEN,3,1,21,0,TE,WescTr00
Cody White,2024,26,SEA,3,2,44,0,WR,WhitCo05
Kristian Wilkerson,2024,27,LVR,3,2,18,1,WR,WilkKr00
Isaiah Williams,2024,23,CINDET,3,2,6,0,WR,WillIs03
Maxx Williams,2022,28,ARI,3,3,18,0,TE,WillMa04
Trayveon Williams,2022,25,CIN,3,2,30,0,RB,WillTr06
Jeff Wilson,2024,29,MIA,3,3,19,0,RB,WilsJe01
Charlie Woerner,2023,26,SFO,3,3,32,0,TE,WoerCh00
Rasheen Ali,2024,23,BAL,2,0,0,0,RB,AlixRa00
Daylen Baldwin,2022,23,CLE,2,2,25,0,WR,BaldDa01
Andrew Beck,2024,28,GNBHOU,2,0,0,0,FB,BeckAn01
Blake Bell,2022,31,KAN,2,2,20,1,TE,BellBl00
Giovani Bernard,2022,31,TAM,2,2,-1,0,RB,BernGi00
Chris Blair,2024,27,ATL,2,1,17,0,WR,BlaiCh00
Kendall Blanton,2022,27,LAR,2,2,35,0,TE,BlanKe01
John Brown,2022,32,BUF,2,1,42,1,WR,BrowJo02
Damiere Byrd,2023,30,ATL,2,0,0,0,WR,ByrdDa00
Chris Collier,2024,24,LVRBAL,2,1,-4,0,RB,CollCh01
Pharoh Cooper,2022,27,ARI,2,2,6,0,WR,CoopPh00
Jaelon Darden,2022,23,CLETAM,2,2,26,0,WR,DardJa00
Mike Davis,2022,29,BAL,2,2,4,0,RB,DaviMi01
Tyrion Davis-Price,2022,22,SFO,2,0,0,0,RB,DaviTy03
Zach Davidson,2024,26,BUF,2,1,5,0,TE,DaviZa00
Elijah Dotson,2023,24,LAC,2,2,13,0,RB,DotsEl00
Colton Dowell,2023,24,TEN,2,1,3,0,WR,DoweCo00
Ross Dwelley,2023,28,SFO,2,1,12,0,TE,DwelRo00
Gus Edwards,2022,27,BAL,2,0,0,0,RB,EdwaGu00
Erik Ezukanma,2024,24,MIA,2,0,0,0,WR,EzukEr00
Simi Fehoko,2023,26,LAC,2,1,9,1,WR,FehoSi00
Feleipe Franks,2022,25,ATL,2,0,0,0,QB,FranFe00
Royce Freeman,2023,27,LAR,2,1,13,0,RB,FreeRo00
Antoine Green,2023,24,DET,2,1,2,0,WR,GreeAn00
Damien Harris,2023,26,BUF,2,2,16,0,RB,HarrDa06
Deonte Harty,2022,25,NOR,2,2,13,0,WR,HarrDe07
Jamycal Hasty,2023,27,JAXNWE,2,0,0,0,RB,HastJa02
Justin Herbert,2022,24,LAC,2,2,-10,0,QB,HerbJu00
Isaiah Hodgins,2024,26,NYG,2,2,12,0,WR,HodgIs00
Caleb Huntley,2022,24,ATL,2,2,3,0,RB,HuntCa02
E.J. Jenkins,2024,26,PHI,2,1,7,1,TE,JenkEJ00
Collin Johnson,2024,27,CHI,2,1,6,0,WR,JohnCo01
Jakob Johnson,2023,29,LVR,2,1,12,0,FB,JohnJa12
Mason Kinsey,2024,26,TEN,2,2,17,0,WR,KinsMa00
Marcedes Lewis,2024,40,CHI,2,1,2,0,TE,LewiMa00
David Martin-Robinson,2024,25,TEN,2,1,6,0,TE,MartDa01
Tay Martin,2024,27,TEN,2,1,49,1,WR,MartTa00
Anthony McFarland Jr.,2022,24,PIT,2,2,11,0,RB,McFaAn00
Anthony McFarland Jr.,2023,25,PIT,2,2,11,0,RB,McFaAn00
Sean McKeon,2023,26,DAL,2,0,0,0,TE,McKeSe01
Jordan Mims,2023,24,NOR,2,0,0,0,RB,MimsJo00
James Mitchell,2023,24,DET,2,2,28,0,TE,MitcJa00
Jason Moore,2022,27,LAC,2,1,5,0,WR,MoorJa02
Kene Nwangwu,2022,24,MIN,2,2,21,0,RB,NwanKe00
Amari Rodgers,2023,24,IND,2,0,0,0,WR,RodgAm00
Chris Rodriguez,2023,23,WAS,2,2,12,0,RB,RodrCh00
John Ross,2024,29,PHI,2,1,6,0,WR,RossJo00
Larry Rountree,2022,23,LAC,2,2,14,0,RB,RounLa00
Jeremy Ruckert,2022,22,NYJ,2,1,8,0,TE,RuckJe00
Drew Sample,2022,26,CIN,2,2,-2,0,TE,SampDr00
Mason Schreck,2022,29,HOU,2,2,6,0,TE,SchrMa00
Keith Smith,2022,30,ATL,2,1,8,0,WR,SmitKe03
Xavier Smith,2024,27,LAR,2,2,6,0,WR,SmitXa00
Benny Snell Jr.,2022,24,PIT,2,2,17,0,RB,SnelBe00
Trent Taylor,2023,29,CHI,2,0,0,0,WR,TaylTr02
Sean Tucker,2023,22,TAM,2,2,9,0,RB,TuckSe00
KaVontae Turpin,2022,26,DAL,2,1,9,0,WR,TurpKa00
Tylan Wallace,2023,24,BAL,2,1,11,0,WR,WallTy00
Casey Washington,2024,23,ATL,2,1,14,0,WR,WashCa01
Blake Watson,2024,25,DEN,2,1,13,0,RB,WatsBl00
Xavier Weaver,2024,24,ARI,2,0,0,0,WR,WeavXa00
David Wells,2023,28,TAM,2,2,-10,0,TE,WellDa00
Brayden Willis,2024,25,SFO,2,0,0,0,TE,WillBr06
Damien Williams,2023,31,ARI,2,2,12,0,RB,WillDa05
Rodney Williams,2023,25,PIT,2,0,0,0,TE,WillRo08
Charlie Woerner,2022,25,SFO,2,0,0,0,TE,WoerCh00
Dareke Young,2022,23,SEA,2,2,24,0,WR,YounDa02
Salvon Ahmed,2022,24,MIA,1,1,8,0,RB,AhmeSa01
Maurice Alexander,2022,25,DET,1,1,7,0,WR,AlexMa02
Josh Ali,2022,23,ATL,1,0,0,0,WR,AlixJo00
Tyler Badie,2022,22,DEN,1,1,24,1,RB,BadiTy00
David Bakhtiari,2022,31,GNB,1,0,0,0,LT,BakhDa00
Brenden Bates,2024,25,CLENYJ,1,0,0,0,TE,BateBr00
Khari Blasingame,2022,26,CHI,1,0,0,0,FB,BlasKh00
C.J. Board,2022,29,TEN,1,1,6,0,WR,BoarC.00
Tom Brady,2022,45,TAM,1,0,0,0,QB,BradTo00
Ben Bredeson,2023,25,NYG,1,1,0,0,G,BredBe00
Jake Browning,2023,27,CIN,1,1,-7,0,QB,BrowJa08
Mike Caliendo,2024,27,KAN,1,1,5,0,OL,CaliMi00
Jalen Camp,2022,24,HOU,1,1,7,0,WR,CampJa03
Irvin Charles,2023,26,NYJ,1,0,0,0,WR,CharIr00
Irvin Charles,2024,27,NYJ,1,0,0,0,WR,CharIr00
Jack Conklin,2022,28,CLE,1,0,0,0,RT,ConkJa00
Dalvin Cook,2024,29,DAL,1,1,10,0,RB,CookDa01
Keke Coutee,2022,25,IND,1,1,20,0,WR,CoutKe00
Baylor Cupp,2024,24,KAN,1,0,0,0,TE,CuppBa00
Frank Darby,2022,25,ATL,1,1,15,0,WR,DarbFr00
Jaelon Darden,2024,25,CLESEA,1,1,6,0,WR,DardJa00
Divine Deablo,2024,26,LVR,1,1,34,0,LLB,DeabDi00
Taylor Decker,2024,31,DET,1,0,0,0,LT,DeckTa00
Khalil Dorsey,2023,25,DET,1,1,31,0,CB,DorsKh00
Jeff Driskel,2022,29,HOU,1,1,4,0,QB,DrisJe00
Ross Dwelley,2024,29,ATL,1,1,5,0,TE,DwelRo00
Brandin Echols,2023,26,NYJ,1,1,18,0,CB,EchoBr00
D'Wayne Eskridge,2023,26,SEA,1,0,0,0,WR,EskrDW00
Chris Evans,2023,26,CIN,1,1,-1,0,RB,EvanCh02
Darrynton Evans,2022,24,CHI,1,1,33,0,RB,EvanDa02
Erik Ezukanma,2022,22,MIA,1,1,3,0,WR,EzukEr00
Erik Ezukanma,2023,23,MIA,1,0,0,0,WR,EzukEr00
Tucker Fisk,2023,24,ATL,1,1,9,0,TE,FiskTu00
John FitzPatrick,2023,23,ATL,1,1,12,0,TE,FitzJo00
John FitzPatrick,2024,24,GNB,1,1,2,0,TE,FitzJo00
Miller Forristall,2022,24,CLE,1,0,0,0,TE,ForrMi00
Cole Fotheringham,2023,26,LVR,1,1,6,0,TE,FothCo00
Sam Franklin,2024,28,CAR,1,0,0,0,S,FranSa00
Jake Funk,2023,25,IND,1,1,12,0,RB,FunkJa00
Myles Gaskin,2024,27,MIN,1,1,11,0,RB,GaskMy00
Tanner Gentry,2022,28,BUF,1,0,0,0,WR,GentTa00
Jake Gervase,2022,27,LAR,1,1,12,0,LB,GervJa00
Reggie Gilliam,2023,26,BUF,1,1,3,0,FB,GillRe00
Jared Goff,2022,28,DET,1,1,5,0,QB,GoffJa00
Jared Goff,2024,30,DET,1,1,7,1,QB,GoffJa00
C.J. Goodwin,2024,34,DAL,1,0,0,0,CB,GoodC.00
Josh Gordon,2022,31,TEN,1,0,0,0,WR,GordJo02
Anthony Gould,2024,23,IND,1,1,23,0,WR,GoulAn00
Kamu Grugier-Hill,2022,28,ARIHOU,1,1,4,0,LLB,GrugKa00
Jacob Harris,2022,25,LAR,1,1,6,0,WR,HarrJa03
Justin Herbert,2023,25,LAC,1,1,10,0,QB,HerbJu00
George Holani,2024,25,SEA,1,1,-1,0,RB,HolaGe00
Travis Homer,2023,25,CHI,1,0,0,0,RB,HomeTr00
Jesper Horsted,2023,26,LVR,1,1,4,0,TE,HorsJe00
Sam Howell,2023,23,WAS,1,1,4,0,QB,HoweSa00
Sam Hubbard,2024,29,CIN,1,1,2,1,LDE,HubbSa00
Evan Hull,2023,23,IND,1,1,6,0,RB,HullEv00
Godwin Igwebuike,2022,28,SEA,1,1,3,0,RB,IgweGo00
Shedrick Jackson,2023,24,CIN,1,0,0,0,WR,JackSh01
Jermar Jefferson,2024,24,DET,1,1,10,0,RB,JeffJe00
Terrell Jennings,2024,23,NWE,1,0,0,0,RB,JennTe00
Brandon Johnson,2024,26,PIT,1,1,9,0,WR,JohnBr23
Collin Johnson,2023,26,CHI,1,1,11,0,WR,JohnCo01
Kameron Johnson,2024,22,TAM,1,0,0,0,WR,JohnKa01
Tyron Johnson,2022,26,HOULVR,1,1,8,0,WR,JohnTy03
Charlie Jones,2024,26,CIN,1,1,5,0,WR,JoneCh11
Marcus Jones,2024,26,NWE,1,1,18,0,CB,JoneMa06
Ronald Jones II,2022,25,KAN,1,1,22,0,RB,JoneRo01
Velus Jones Jr.,2024,27,CARCHI,1,1,8,0,WR,JoneVe00
Tom Kennedy,2024,28,DET,1,0,0,0,WR,KennTo01
Mason Kinsey,2022,24,TEN,1,1,3,0,WR,KinsMa00
Mason Kinsey,2023,25,TEN,1,1,6,0,WR,KinsMa00
Zonovan Knight,2023,22,DET,1,1,8,0,RB,KnigZo00
Kwamie Lassiter II,2023,25,CIN,1,1,2,0,WR,LassKw00
JC Latham,2024,21,TEN,1,1,0,0,LT,LathJC00
MarShawn Lloyd,2024,23,GNB,1,1,3,0,RB,LloyMa00
Vederian Lowe,2024,25,NWE,1,1,4,1,LT,LoweVe00
Tyler Mabry,2022,26,SEA,1,1,7,1,TE,MabrTy00
Patrick Mahomes,2022,27,KAN,1,1,6,0,QB,MahoPa00
Patrick Mahomes,2024,29,KAN,1,1,2,0,QB,MahoPa00
Jordan Matthews,2024,32,CAR,1,0,0,0,TE,MattJo00
Anthony Miller,2024,30,BAL,1,1,16,0,WR,MillAn02
Keaton Mitchell,2024,22,BAL,1,1,28,0,RB,MitcKe01
Stanley Morgan Jr.,2022,26,CIN,1,0,0,0,WR,MorgSt02
Wanya Morris,2024,24,KAN,1,1,1,1,LT,MorrWa01
Nick Muse,2023,25,MIN,1,1,22,0,TE,MuseNi00
Bo Nix,2024,24,DEN,1,1,2,1,QB,NixxBo00
Albert Okwuegbunam,2023,25,PHI,1,0,0,0,TE,OkwuAl00
Gunner Olszewski,2023,27,NYGPIT,1,1,0,0,WR,OlszGu00
Devine Ozigbo,2022,26,DEN,1,1,3,0,RB,OzigDe01
Devine Ozigbo,2023,27,DET,1,1,8,0,RB,OzigDe01
Jaret Patterson,2022,23,WAS,1,0,0,0,RB,PattJa01
Rashaad Penny,2023,27,PHI,1,1,5,0,RB,PennRa00
James Pierre,2024,28,PIT,1,0,0,0,CB,PierJa01
Kendric Pryor,2024,26,CIN,1,1,9,0,WR,PryoKe00
Giovanni Ricci,2023,27,CAR,1,1,2,0,TE,RiccGi00
Anthony Richardson,2024,22,IND,1,1,-1,0,QB,RichAn03
Desmond Ridder,2023,24,ATL,1,1,-6,0,QB,RiddDe00
James Robinson,2023,25,GNB,1,1,-2,0,RB,RobiJa00
Chris Rodriguez,2024,24,WAS,1,1,12,0,RB,RodrCh00
Malcolm Rodriguez,2023,24,DET,1,1,6,0,LB,RodrMa00
Justyn Ross,2024,25,KAN,1,0,0,0,WR,RossJu00
Cody Schrader,2024,25,LAR,1,1,6,0,RB,SchrCo00
Trenton Scott,2024,30,WAS,1,1,1,1,T,ScotTr01
Tyler Scott,2024,23,CHI,1,1,5,0,WR,ScotTy00
Penei Sewell,2022,22,DET,1,1,9,0,RT,SewePe00
Tyrell Shavers,2024,25,BUF,1,1,69,1,WR,ShavTy00
John Samuel Shenker,2024,26,LVR,1,1,7,0,TE,ShenJo00
Jeffery Simmons,2023,26,TEN,1,1,2,1,DT,SimmJe01
Dan Skipper,2023,29,DET,1,1,4,0,T,SkipDa00
Dan Skipper,2024,30,DET,1,1,9,1,T,SkipDa00
Donovan Smith,2023,30,KAN,1,1,0,0,T,SmitDo02
Geno Smith,2023,33,SEA,1,1,-2,0,QB,SmitGe00
Tyler Smith,2024,23,DAL,1,1,0,0,LG,SmitTy02
C.J. Stroud,2023,22,HOU,1,1,0,0,QB,StroCJ00
C.J. Stroud,2024,23,HOU,1,0,0,0,QB,StroCJ00
Stephen Sullivan,2024,28,CAR,1,0,0,0,TE,SullSt00
Geoff Swaim,2024,31,CLE,1,1,7,0,TE,SwaiGe00
Tommy Sweeney,2022,27,BUF,1,1,7,0,TE,SweeTo00
Ryan Tannehill,2023,35,TEN,1,0,0,0,QB,TannRy00
J.J. Taylor,2022,24,NWE,1,1,8,0,RB,TaylJJ01
Patrick Taylor,2022,24,GNB,1,1,17,0,RB,TaylPa01
Trent Taylor,2024,30,SFO,1,1,11,0,WR,TaylTr02
Cody Thompson,2023,27,SEA,1,1,10,0,WR,ThomCo04
Juanyeh Thomas,2024,24,DAL,1,1,4,0,S,ThomJu03
Noah Togiai,2022,25,PHI,1,0,0,0,TE,TogiNo00
Kadarius Toney,2024,25,CLE,1,0,0,0,WR,ToneKa00
Jake Tonges,2022,23,CHI,1,0,0,0,TE,TongJa00
Brycen Tremayne,2024,25,WAS,1,1,-2,0,WR,TremBr00
DJ Turner,2022,25,LVR,1,0,0,0,WR,TurnDJ00
Nick Vannett,2023,30,LAC,1,1,3,0,TE,VannNi00
Ben VanSumeren,2024,24,PHI,1,1,0,0,LB,VanSBe00
Dwayne Washington,2022,28,NOR,1,1,7,0,RB,WashDw00
James Washington,2022,26,DAL,1,0,0,0,WR,WashJa00
Cody White,2022,24,PIT,1,1,2,0,WR,WhitCo05
Jared Wiley,2024,24,KAN,1,1,7,0,TE,WileJa00
Jonathan Williams,2023,29,WAS,1,0,0,0,RB,WillJo07
Ty'Son Williams,2022,26,ARI,1,1,5,0,RB,WillTy01
Russell Wilson,2022,34,DEN,1,1,1,0,QB,WilsRu00
Zach Wilson,2022,23,NYJ,1,1,2,1,QB,WilsZa00
Juwann Winfree,2023,27,IND,1,0,0,0,WR,WinfJu00
Dareke Young,2024,25,SEA,1,0,0,0,WR,YounDa02
Bailey Zappe,2022,23,NWE,1,1,-6,0,QB,ZappBa00
Shane Zylstra,2024,28,DET,1,1,22,0,TE,ZylsSh00